id,storyday,storyevent
9c57pwq8rm,15/058,Bjurholm Elementary School
9c57pwq8rm,15/060,Moved to Hofn 6 with family
9c57pwq8rm,15/060,Friends with
9c57pwq8rm,04/062,Friends with
9c57pwq8rm,16/062,Friends with
9c57pwq8rm,25/062,Friends with
9c57pwq8rm,08/064,Moved to Bjurholm 1 with family
9c57pwq8rm,27/064,No longer friends with
9c57pwq8rm,08/065,Graduated from Bjurholm Elementary School
9c57pwq8rm,15/065,Bjurholm High School
9c57pwq8rm,22/066,Friends with
9c57pwq8rm,02/067,Caught V2
9c57pwq8rm,18/067,Friends with
9c57pwq8rm,07/068,No longer friends with
9c57pwq8rm,10/068,Friends with
9c57pwq8rm,12/068,Friends with
9c57pwq8rm,16/068,Dating
9c57pwq8rm,28/068,Caught V1
9c57pwq8rm,15/070,Hairdresser
9c57pwq8rm,08/071,Graduated from Bjurholm High School
9c57pwq8rm,08/072,Engaged
9c57pwq8rm,12/072,born
9c57pwq8rm,15/072,Moved to Hofn 7 with
9c57pwq8rm,15/072,Hairdresser
9c57pwq8rm,05/073,Married
9c57pwq8rm,12/073,Moved to Hofn 19 with
9c57pwq8rm,08/075,Unemployed
9c57pwq8rm,08/075,Florist
9c57pwq8rm,25/075,born
9c57pwq8rm,08/076,Moved to Bjurholm 13 with
9c57pwq8rm,10/076,Carpenter
9c57pwq8rm,07/077,born
9c57pwq8rm,15/079,Moved to Hofn 8
9c57pwq8rm,15/079,University of Hofn
9c57pwq8rm,15/079,Undertaker
9c57pwq8rm,26/079,born
9c57pwq8rm,22/082,Caught V5
9c57pwq8rm,08/083,Graduated from Hofn University
9c57pwq8rm,08/083,Moved to Bjurholm 25
9c57pwq8rm,08/083,Literature Professor
9c57pwq8rm,06/084,Friends with
9c57pwq8rm,08/084,Unemployed
9c57pwq8rm,10/084,Caught V3
9c57pwq8rm,14/084,Moved to Helluland 18 with
9c57pwq8rm,14/084,Diary Farmer
9c57pwq8rm,15/084,Unemployed
9c57pwq8rm,15/084,Chef
9c57pwq8rm,08/091,Asthma
9c57pwq8rm,10/093,Severe asthma
9c57pwq8rm,11/094,Asthma
9c57pwq8rm,06/095,Severe asthma
9c57pwq8rm,19/095,Asthma
9c57pwq8rm,15/098,Caught V6
9c57pwq8rm,25/098,Severe asthma
9c57pwq8rm,26/098,Asthma
9c57pwq8rm,24/099,Severe asthma
9c57pwq8rm,08/100,Asthma
9c57pwq8rm,12/103,Friends with
9c57pwq8rm,08/108,Friends with
9c57pwq8rm,22/110,Severe asthma
9c57pwq8rm,04/111,Asthma
9c57pwq8rm,06/112,Severe asthma
9c57pwq8rm,02/113,Asthma
9c57pwq8rm,11/113,Retired
9c57pwq8rm,26/113,Friends with
9c57pwq8rm,06/123,Severe asthma
9c57pwq8rm,15/123,Asthma
9c57pwq8rm,25/123,Severe asthma
9c57pwq8rm,27/123,Asthma
9c57pwq8rm,13/126,Friends with
9c57pwq8rm,25/127,Severe asthma
9c57pwq8rm,03/128,Asthma
9c57pwq8rm,01/130,Severe asthma
9c57pwq8rm,03/130,Asthma
9c57pwq8rm,03/133,Severe asthma
9c57pwq8rm,27/133,Died from asthma
dmyuuzqtk5,02/054,Born in Hofn 24
dmyuuzqtk5,08/056,Moved to Bjurholm 14 with family
dmyuuzqtk5,15/058,Friends with
dmyuuzqtk5,15/059,Bjurholm Elementary School
dmyuuzqtk5,16/060,Friends with
dmyuuzqtk5,03/061,No longer friends with
dmyuuzqtk5,05/061,Friends with
dmyuuzqtk5,15/061,Friends with
dmyuuzqtk5,16/061,Friends with
dmyuuzqtk5,08/066,Graduated from Bjurholm Elementary School
dmyuuzqtk5,12/066,No longer friends with
dmyuuzqtk5,15/066,Bjurholm High School
dmyuuzqtk5,02/067,Caught V2
dmyuuzqtk5,21/067,Dating
dmyuuzqtk5,03/069,Caught V1
dmyuuzqtk5,13/069,Friends with
dmyuuzqtk5,17/070,Carpenter
dmyuuzqtk5,15/071,Single
dmyuuzqtk5,01/072,No longer friends with
dmyuuzqtk5,03/072,Dating
dmyuuzqtk5,08/072,Graduated from Bjurholm High School
dmyuuzqtk5,10/072,Single
dmyuuzqtk5,10/072,No longer friends with
dmyuuzqtk5,15/072,Moved to Hofn 36
dmyuuzqtk5,15/072,University of Hofn
dmyuuzqtk5,15/072,Diary Farmer
dmyuuzqtk5,19/072,Dating
dmyuuzqtk5,22/072,Friends with
dmyuuzqtk5,05/073,Engaged
dmyuuzqtk5,16/073,born
dmyuuzqtk5,21/073,Friends with
dmyuuzqtk5,25/073,Left home
dmyuuzqtk5,25/073,Moved to Hofn 43
dmyuuzqtk5,25/073,born
dmyuuzqtk5,28/073,Married
dmyuuzqtk5,14/074,No longer friends with
dmyuuzqtk5,14/075,Friends with
dmyuuzqtk5,17/075,Friends with
dmyuuzqtk5,20/075,No longer friends with
dmyuuzqtk5,01/076,born
dmyuuzqtk5,08/076,Graduated from Hofn University
dmyuuzqtk5,08/076,Moved to Bjurholm 20
dmyuuzqtk5,08/076,Diary Farmer
dmyuuzqtk5,11/076,Friends with
dmyuuzqtk5,04/077,born
dmyuuzqtk5,04/077,born
dmyuuzqtk5,28/078,Friends with
dmyuuzqtk5,08/079,born
dmyuuzqtk5,16/079,Friends with
dmyuuzqtk5,28/079,born
dmyuuzqtk5,04/080,No longer friends with
dmyuuzqtk5,14/080,Friends with
dmyuuzqtk5,15/081,Moved to Hofn 17 with
dmyuuzqtk5,15/081,High School Principal
dmyuuzqtk5,07/082,born
dmyuuzqtk5,18/082,Friends with
dmyuuzqtk5,18/082,Caught V5
dmyuuzqtk5,01/083,Friends with
dmyuuzqtk5,15/083,No longer friends with
dmyuuzqtk5,20/083,Friends with
dmyuuzqtk5,08/084,Unemployed
dmyuuzqtk5,10/084,Caught V3
dmyuuzqtk5,15/084,Diary Farmer
dmyuuzqtk5,08/085,Moved to Bjurholm 26 with
dmyuuzqtk5,15/085,Carpenter
dmyuuzqtk5,17/085,Unemployed
dmyuuzqtk5,15/086,High School Principal
dmyuuzqtk5,14/089,No longer friends with
dmyuuzqtk5,27/091,Light smoker
dmyuuzqtk5,28/091,Friends with
dmyuuzqtk5,04/094,Moderate smoker
dmyuuzqtk5,08/095,Unemployed
dmyuuzqtk5,15/095,High School Principal
dmyuuzqtk5,08/096,Unemployed
dmyuuzqtk5,12/096,Butcher
dmyuuzqtk5,17/096,Light smoker
dmyuuzqtk5,18/098,Caught V6
dmyuuzqtk5,20/099,Nonsmoker
dmyuuzqtk5,15/108,Unemployed
dmyuuzqtk5,19/108,Wheat Farmer
dmyuuzqtk5,05/111,Died from heart attack
7tuqgwza5z,02/054,Born in Hofn 9
7tuqgwza5z,08/054,Moved to Vardo 10 with family
7tuqgwza5z,02/055,Moved to Bjurholm 9 with family
7tuqgwza5z,15/056,Moved to Hofn 19 with family
7tuqgwza5z,08/057,Friends with
7tuqgwza5z,15/059,Hofn Elementary School
7tuqgwza5z,02/060,Friends with
7tuqgwza5z,04/060,Friends with
7tuqgwza5z,08/060,Moved to Bjurholm 10 with family
7tuqgwza5z,12/060,No longer friends with
7tuqgwza5z,25/060,Friends with
7tuqgwza5z,27/063,Friends with
7tuqgwza5z,04/066,Friends with
7tuqgwza5z,06/066,No longer friends with
7tuqgwza5z,08/066,Graduated from Bjurholm Elementary School
7tuqgwza5z,14/066,No longer friends with
7tuqgwza5z,15/066,Bjurholm High School
7tuqgwza5z,01/067,Caught V2
7tuqgwza5z,22/067,Dating
7tuqgwza5z,10/068,Friends with
7tuqgwza5z,26/068,Caught V1
7tuqgwza5z,06/070,Friends with
7tuqgwza5z,06/070,Friends with
7tuqgwza5z,08/072,Graduated from Bjurholm High School
7tuqgwza5z,13/072,Engaged
7tuqgwza5z,15/072,Fisherman
7tuqgwza5z,24/072,born
7tuqgwza5z,28/072,No longer friends with
7tuqgwza5z,08/073,Married
7tuqgwza5z,08/073,Moved to Shinobi 7 to start home
7tuqgwza5z,09/073,Tailor
7tuqgwza5z,26/073,born
7tuqgwza5z,21/074,born
7tuqgwza5z,09/076,Friends with
7tuqgwza5z,11/076,born
7tuqgwza5z,15/076,Friends with
7tuqgwza5z,15/077,Friends with
7tuqgwza5z,16/078,born
7tuqgwza5z,03/080,Friends with
7tuqgwza5z,23/080,born
7tuqgwza5z,01/081,Friends with
7tuqgwza5z,18/082,Caught V5
7tuqgwza5z,09/084,Caught V3
7tuqgwza5z,17/084,No longer friends with
7tuqgwza5z,23/084,Friends with
7tuqgwza5z,10/088,No longer friends with
7tuqgwza5z,16/088,Friends with
7tuqgwza5z,23/088,Friends with
7tuqgwza5z,15/089,No longer friends with
7tuqgwza5z,21/089,No longer friends with
7tuqgwza5z,26/089,Friends with
7tuqgwza5z,16/090,Friends with
7tuqgwza5z,15/092,Moved to Arcadia 11 with
7tuqgwza5z,18/092,Barista
7tuqgwza5z,08/096,Moved to Shinobi 24 with
7tuqgwza5z,08/096,Tailor
7tuqgwza5z,16/098,Caught V6
7tuqgwza5z,14/100,No longer friends with
7tuqgwza5z,19/101,No longer friends with
7tuqgwza5z,08/102,No longer friends with
7tuqgwza5z,25/104,Friends with
7tuqgwza5z,05/105,Friends with
7tuqgwza5z,12/105,No longer friends with
7tuqgwza5z,16/105,Friends with
7tuqgwza5z,15/106,Unemployed
7tuqgwza5z,19/106,Stonemason
7tuqgwza5z,04/112,Friends with
7tuqgwza5z,10/114,Retired
7tuqgwza5z,02/120,No longer friends with
7tuqgwza5z,03/120,Friends with
7tuqgwza5z,23/121,Friends with
7tuqgwza5z,11/124,Friends with
7tuqgwza5z,14/128,No longer friends with
7tuqgwza5z,06/129,Friends with
7tuqgwza5z,05/134,No longer friends with
7tuqgwza5z,25/135,Lung cancer
7tuqgwza5z,03/136,Died from lung cancer
v6mgqpk98q,04/054,Born in Hofn 16
v6mgqpk98q,10/054,Moved to Hofn 22 with family
v6mgqpk98q,08/056,Moved to Vardo 15 with family
v6mgqpk98q,21/057,Friends with
v6mgqpk98q,08/059,Friends with
v6mgqpk98q,15/059,Vardo Elementary School
v6mgqpk98q,22/060,Friends with
v6mgqpk98q,22/062,No longer friends with
v6mgqpk98q,07/063,Friends with
v6mgqpk98q,08/066,Graduated from Vardo Elementary School
v6mgqpk98q,15/066,Vardo High School
v6mgqpk98q,03/067,Caught V2
v6mgqpk98q,21/067,Dating
v6mgqpk98q,22/067,Single
v6mgqpk98q,22/067,No longer friends with
v6mgqpk98q,25/067,Friends with
v6mgqpk98q,04/069,Caught V1
v6mgqpk98q,04/070,Miller
v6mgqpk98q,08/072,Graduated from Vardo High School
v6mgqpk98q,14/073,Left home
v6mgqpk98q,14/073,Moved to Vardo 10
v6mgqpk98q,23/073,Friends with
v6mgqpk98q,24/073,Pregnant
v6mgqpk98q,04/074,Dating
v6mgqpk98q,07/074,Friends with
v6mgqpk98q,14/074,Engaged
v6mgqpk98q,18/074,born
v6mgqpk98q,26/074,Pregnant
v6mgqpk98q,06/075,Miscarriage
v6mgqpk98q,07/075,Married
v6mgqpk98q,24/075,Friends with
v6mgqpk98q,07/076,Pregnant
v6mgqpk98q,27/076,born
v6mgqpk98q,03/077,Pregnant
v6mgqpk98q,07/077,Miscarriage
v6mgqpk98q,19/077,Pregnant
v6mgqpk98q,27/077,Friends with
v6mgqpk98q,12/078,born
v6mgqpk98q,15/080,Moved to Hofn 31
v6mgqpk98q,15/080,University of Hofn
v6mgqpk98q,15/080,Brewer
v6mgqpk98q,23/082,Friends with
v6mgqpk98q,23/082,Caught V5
v6mgqpk98q,20/083,Friends with
v6mgqpk98q,08/084,Graduated from Hofn University
v6mgqpk98q,08/084,Moved to Vardo 22
v6mgqpk98q,11/084,Caught V3
v6mgqpk98q,24/084,Friends with
v6mgqpk98q,27/084,Moved to Bjurholm 25 with
v6mgqpk98q,17/085,Friends with
v6mgqpk98q,21/085,Moving to find work
v6mgqpk98q,21/085,Moved to Hayarano 19
v6mgqpk98q,14/086,Moved to Biruwa 6 with
v6mgqpk98q,14/086,Pig Farmer
v6mgqpk98q,27/086,No longer friends with
v6mgqpk98q,06/087,Friends with
v6mgqpk98q,13/087,No longer friends with
v6mgqpk98q,14/087,Friends with
v6mgqpk98q,15/087,Moved to Arcadia 8 with
v6mgqpk98q,15/087,High School Teacher
v6mgqpk98q,13/088,Recovered from pancreatic cancer
v6mgqpk98q,05/089,No longer friends with
v6mgqpk98q,08/091,Moved to Biruwa 20 with
v6mgqpk98q,08/091,High School Principal
v6mgqpk98q,10/091,Friends with
v6mgqpk98q,21/098,Caught V6
v6mgqpk98q,09/099,No longer friends with
v6mgqpk98q,23/101,Friends with
v6mgqpk98q,28/102,Friends with
v6mgqpk98q,08/104,Unemployed
v6mgqpk98q,09/104,Mathematics Professor
v6mgqpk98q,06/107,No longer friends with
v6mgqpk98q,02/108,Friends with
v6mgqpk98q,08/110,Unemployed
v6mgqpk98q,08/110,Toymaker
v6mgqpk98q,05/111,Friends with
v6mgqpk98q,17/111,Friends with
v6mgqpk98q,03/113,No longer friends with
v6mgqpk98q,14/113,Friends with
v6mgqpk98q,02/114,Friends with
v6mgqpk98q,05/114,Retired
v6mgqpk98q,02/116,Friends with
v6mgqpk98q,06/124,Friends with
v6mgqpk98q,05/129,Light smoker
v6mgqpk98q,10/129,Nonsmoker
v6mgqpk98q,21/130,Light smoker
v6mgqpk98q,25/130,No longer friends with
v6mgqpk98q,04/131,Kidney cancer
v6mgqpk98q,12/131,Friends with
v6mgqpk98q,16/131,Died from kidney cancer
9w5y7ap6e6,06/054,Born in Hofn 26
9w5y7ap6e6,08/057,Friends with
9w5y7ap6e6,19/058,Friends with
9w5y7ap6e6,15/059,Hofn Elementary School
9w5y7ap6e6,15/060,Friends with
9w5y7ap6e6,19/060,Friends with
9w5y7ap6e6,26/062,Friends with
9w5y7ap6e6,08/063,Friends with
9w5y7ap6e6,26/063,Friends with
9w5y7ap6e6,06/064,Friends with
9w5y7ap6e6,07/064,No longer friends with
9w5y7ap6e6,23/064,Friends with
9w5y7ap6e6,04/065,Friends with
9w5y7ap6e6,05/065,No longer friends with
9w5y7ap6e6,17/065,Friends with
9w5y7ap6e6,08/066,Graduated from Hofn Elementary School
9w5y7ap6e6,14/066,No longer friends with
9w5y7ap6e6,15/066,Hofn High School
9w5y7ap6e6,01/067,Caught V2
9w5y7ap6e6,04/067,Friends with
9w5y7ap6e6,02/068,Dating
9w5y7ap6e6,03/068,Friends with
9w5y7ap6e6,07/068,No longer friends with
9w5y7ap6e6,02/069,Caught V1
9w5y7ap6e6,17/069,Friends with
9w5y7ap6e6,08/071,Hairdresser
9w5y7ap6e6,27/071,No longer friends with
9w5y7ap6e6,08/072,Graduated from Hofn High School
9w5y7ap6e6,08/072,Unemployed
9w5y7ap6e6,09/072,Chef
9w5y7ap6e6,09/072,Friends with
9w5y7ap6e6,15/072,Pregnant
9w5y7ap6e6,19/072,Single
9w5y7ap6e6,19/072,Miscarriage
9w5y7ap6e6,27/072,Dating
9w5y7ap6e6,05/073,Engaged
9w5y7ap6e6,26/073,Left home
9w5y7ap6e6,26/073,Moved to Vardo 3
9w5y7ap6e6,26/073,Married
9w5y7ap6e6,13/074,Moving to find work
9w5y7ap6e6,13/074,Moved to Vardo 19
9w5y7ap6e6,18/074,Pig Farmer
9w5y7ap6e6,25/074,Pregnant
9w5y7ap6e6,18/075,born
9w5y7ap6e6,17/076,Pregnant
9w5y7ap6e6,11/077,born
9w5y7ap6e6,03/078,Pregnant
9w5y7ap6e6,23/078,born
9w5y7ap6e6,15/079,Pregnant
9w5y7ap6e6,09/080,born
9w5y7ap6e6,09/081,Pregnant
9w5y7ap6e6,02/082,born
9w5y7ap6e6,14/082,Pregnant
9w5y7ap6e6,19/082,Caught V5
9w5y7ap6e6,07/083,born
9w5y7ap6e6,08/084,Caught V3
9w5y7ap6e6,23/084,Pregnant
9w5y7ap6e6,17/085,born
9w5y7ap6e6,02/088,No longer friends with
9w5y7ap6e6,11/088,Friends with
9w5y7ap6e6,18/092,No longer friends with
9w5y7ap6e6,03/093,Friends with
9w5y7ap6e6,16/094,No longer friends with
9w5y7ap6e6,05/095,Friends with
9w5y7ap6e6,16/098,No longer friends with
9w5y7ap6e6,18/098,Caught V6
9w5y7ap6e6,23/098,Friends with
9w5y7ap6e6,07/102,Light smoker
9w5y7ap6e6,01/105,Unemployed
9w5y7ap6e6,03/105,Librarian
9w5y7ap6e6,04/105,Unemployed
9w5y7ap6e6,05/105,Moving to find work
9w5y7ap6e6,05/105,Moved to Vardo 32
9w5y7ap6e6,05/105,Librarian
9w5y7ap6e6,22/112,No longer friends with
9w5y7ap6e6,23/112,Friends with
9w5y7ap6e6,11/113,Nonsmoker
9w5y7ap6e6,03/114,Widowed
9w5y7ap6e6,05/114,Friends with
9w5y7ap6e6,11/114,Retired
9w5y7ap6e6,20/114,Friends with
9w5y7ap6e6,22/114,Friends with
9w5y7ap6e6,09/115,Dating
9w5y7ap6e6,19/115,Engaged
9w5y7ap6e6,17/116,Married
9w5y7ap6e6,17/116,Moved to Vardo 5 with
9w5y7ap6e6,24/121,No longer friends with
9w5y7ap6e6,18/122,Friends with
9w5y7ap6e6,13/124,Friends with
9w5y7ap6e6,05/125,Liver cancer
9w5y7ap6e6,01/126,Died from liver cancer
sj3tsb7gbw,16/054,Born in Hofn 31
sj3tsb7gbw,08/057,Moved to Helluland 5 with family
sj3tsb7gbw,15/060,Helluland Elementary School
sj3tsb7gbw,15/062,Moved to Hofn 4 with family
sj3tsb7gbw,16/062,Friends with
sj3tsb7gbw,15/063,Friends with
sj3tsb7gbw,01/064,Friends with
sj3tsb7gbw,02/064,Friends with
sj3tsb7gbw,23/064,Friends with
sj3tsb7gbw,27/064,No longer friends with
sj3tsb7gbw,05/065,No longer friends with
sj3tsb7gbw,19/065,Friends with
sj3tsb7gbw,20/065,Friends with
sj3tsb7gbw,08/066,Moved to Helluland 4 with family
sj3tsb7gbw,28/066,Caught V2
sj3tsb7gbw,08/067,Graduated from Helluland Elementary School
sj3tsb7gbw,15/067,Helluland High School
sj3tsb7gbw,05/068,Dating
sj3tsb7gbw,15/068,No longer friends with
sj3tsb7gbw,26/068,Single
sj3tsb7gbw,26/068,No longer friends with
sj3tsb7gbw,03/069,Caught V1
sj3tsb7gbw,28/069,Dating
sj3tsb7gbw,02/070,No longer friends with
sj3tsb7gbw,04/070,Single
sj3tsb7gbw,06/070,Dating
sj3tsb7gbw,11/070,No longer friends with
sj3tsb7gbw,17/072,Single
sj3tsb7gbw,22/072,No longer friends with
sj3tsb7gbw,08/073,Graduated from Helluland High School
sj3tsb7gbw,09/073,Hairdresser
sj3tsb7gbw,15/073,Unemployed
sj3tsb7gbw,11/074,Left home
sj3tsb7gbw,11/074,Moved to Shinobi 2
sj3tsb7gbw,11/074,Miller
sj3tsb7gbw,27/077,Friends with
sj3tsb7gbw,02/078,Friends with
sj3tsb7gbw,22/079,Friends with
sj3tsb7gbw,08/080,Friends with
sj3tsb7gbw,13/080,Friends with
sj3tsb7gbw,15/080,Moved to Arcadia 45
sj3tsb7gbw,15/080,University of Arcadia
sj3tsb7gbw,15/080,Waiter
sj3tsb7gbw,20/082,Caught V5
sj3tsb7gbw,08/084,Graduated from University of Arcadia
sj3tsb7gbw,08/084,Moved to Shinobi 12
sj3tsb7gbw,08/084,Midwife
sj3tsb7gbw,11/084,Caught V3
sj3tsb7gbw,18/087,No longer friends with
sj3tsb7gbw,05/088,No longer friends with
sj3tsb7gbw,27/088,Friends with
sj3tsb7gbw,09/089,Friends with
sj3tsb7gbw,27/093,No longer friends with
sj3tsb7gbw,03/094,Friends with
sj3tsb7gbw,18/098,Caught V6
sj3tsb7gbw,09/105,Friends with
sj3tsb7gbw,02/108,No longer friends with
sj3tsb7gbw,12/108,Friends with
sj3tsb7gbw,20/108,No longer friends with
sj3tsb7gbw,23/113,Friends with
sj3tsb7gbw,14/114,Retired
sj3tsb7gbw,06/115,No longer friends with
sj3tsb7gbw,19/116,Friends with
sj3tsb7gbw,24/116,No longer friends with
sj3tsb7gbw,26/116,Friends with
sj3tsb7gbw,21/130,Dating
sj3tsb7gbw,22/130,Engaged
sj3tsb7gbw,19/131,Married
sj3tsb7gbw,24/132,Friends with
sj3tsb7gbw,17/137,Stomach cancer
sj3tsb7gbw,19/138,Died from stomach cancer
6alaawadhc,23/054,Born in Hofn 19
6alaawadhc,08/055,Moved to Helvig 9 with family
6alaawadhc,20/058,Friends with
6alaawadhc,15/060,Helvig Elementary School
6alaawadhc,22/062,Friends with
6alaawadhc,25/062,Friends with
6alaawadhc,03/063,Friends with
6alaawadhc,28/066,Caught V2
6alaawadhc,08/067,Graduated from Helvig Elementary School
6alaawadhc,15/067,Helvig High School
6alaawadhc,10/069,Caught V1
6alaawadhc,22/069,Friends with
6alaawadhc,22/070,Friends with
6alaawadhc,08/073,Graduated from Helvig High School
6alaawadhc,17/073,Dating
6alaawadhc,02/074,Carpenter
6alaawadhc,04/074,Single
6alaawadhc,15/074,Moved to Hofn 22
6alaawadhc,15/074,University of Hofn
6alaawadhc,15/074,Toymaker
6alaawadhc,22/074,Left home
6alaawadhc,22/074,Moved to Hofn 45
6alaawadhc,27/074,Pregnant
6alaawadhc,08/075,Unemployed
6alaawadhc,15/075,Toymaker
6alaawadhc,21/075,born
6alaawadhc,08/077,Unemployed
6alaawadhc,15/077,Toymaker
6alaawadhc,16/077,Pregnant
6alaawadhc,08/078,Graduated from Hofn University
6alaawadhc,08/078,Moved to Helvig 17
6alaawadhc,09/078,born
6alaawadhc,23/078,High School Principal
6alaawadhc,12/080,Pregnant
6alaawadhc,05/081,born
6alaawadhc,09/081,Asthma
6alaawadhc,03/082,Pregnant
6alaawadhc,18/082,No longer friends with
6alaawadhc,24/082,Caught V5
6alaawadhc,25/082,born
6alaawadhc,08/083,Unemployed
6alaawadhc,09/083,Postman
6alaawadhc,08/084,Caught V3
6alaawadhc,24/087,Friends with
6alaawadhc,05/090,Severe asthma
6alaawadhc,14/090,No longer friends with
6alaawadhc,15/090,Asthma
6alaawadhc,04/092,No longer friends with
6alaawadhc,09/092,Friends with
6alaawadhc,19/093,Friends with
6alaawadhc,19/096,Severe asthma
6alaawadhc,12/097,Asthma
6alaawadhc,24/098,No longer friends with
6alaawadhc,11/099,Friends with
6alaawadhc,14/099,No longer friends with
6alaawadhc,20/099,Friends with
6alaawadhc,02/100,Severe asthma
6alaawadhc,04/100,Asthma
6alaawadhc,19/100,Friends with
6alaawadhc,17/101,Friends with
6alaawadhc,01/104,Friends with
6alaawadhc,21/104,Dating
6alaawadhc,04/105,Engaged
6alaawadhc,26/105,Married
6alaawadhc,05/110,Friends with
6alaawadhc,24/113,No longer friends with
6alaawadhc,25/113,Friends with
6alaawadhc,02/115,Retired
6alaawadhc,08/120,Friends with
6alaawadhc,09/126,No longer friends with
6alaawadhc,22/126,Cervical cancer
6alaawadhc,02/127,Died from cervical cancer
rzsclbgjp9,08/055,Born in Hofn 7
rzsclbgjp9,08/058,Moved to Helluland 8 with family
rzsclbgjp9,15/060,Helluland Elementary School
rzsclbgjp9,15/062,Moved to Hofn 20 with family
rzsclbgjp9,16/062,Friends with
rzsclbgjp9,26/062,Friends with
rzsclbgjp9,26/062,Friends with
rzsclbgjp9,26/064,Friends with
rzsclbgjp9,19/065,Friends with
rzsclbgjp9,24/065,Friends with
rzsclbgjp9,08/066,Moved to Helluland 8 with family
rzsclbgjp9,01/067,No longer friends with
rzsclbgjp9,03/067,Friends with
rzsclbgjp9,03/067,Caught V2
rzsclbgjp9,08/067,Graduated from Helluland Elementary School
rzsclbgjp9,15/067,Helluland High School
rzsclbgjp9,06/069,Caught V1
rzsclbgjp9,18/070,Dating
rzsclbgjp9,19/070,Single
rzsclbgjp9,04/071,No longer friends with
rzsclbgjp9,17/071,Friends with
rzsclbgjp9,19/071,Dating
rzsclbgjp9,03/072,Single
rzsclbgjp9,03/072,No longer friends with
rzsclbgjp9,16/072,Friends with
rzsclbgjp9,26/072,Dating
rzsclbgjp9,08/073,Graduated from Helluland High School
rzsclbgjp9,13/073,No longer friends with
rzsclbgjp9,15/073,Wheat Farmer
rzsclbgjp9,04/074,Pregnant
rzsclbgjp9,09/074,No longer friends with
rzsclbgjp9,25/074,born
rzsclbgjp9,25/074,Left home
rzsclbgjp9,25/074,Moved to Shinobi 4
rzsclbgjp9,25/074,Single
rzsclbgjp9,09/075,Dating
rzsclbgjp9,14/075,Pregnant
rzsclbgjp9,15/075,Moved to Hofn 33 with
rzsclbgjp9,16/075,Engaged
rzsclbgjp9,21/075,Moved to Hofn 22 with
rzsclbgjp9,03/076,Wheat Farmer
rzsclbgjp9,08/076,born
rzsclbgjp9,09/076,Friends with
rzsclbgjp9,09/076,Married
rzsclbgjp9,12/076,Friends with
rzsclbgjp9,09/077,Pregnant
rzsclbgjp9,11/077,Friends with
rzsclbgjp9,15/077,University of Hofn
rzsclbgjp9,03/078,born
rzsclbgjp9,15/078,Barista
rzsclbgjp9,16/078,No longer friends with
rzsclbgjp9,19/078,Friends with
rzsclbgjp9,02/079,Pregnant
rzsclbgjp9,24/079,born
rzsclbgjp9,08/081,Graduated from Hofn University
rzsclbgjp9,21/082,Caught V5
rzsclbgjp9,08/083,Unemployed
rzsclbgjp9,15/083,Nurse
rzsclbgjp9,16/083,No longer friends with
rzsclbgjp9,24/083,Friends with
rzsclbgjp9,08/084,Caught V3
rzsclbgjp9,03/090,No longer friends with
rzsclbgjp9,07/090,Friends with
rzsclbgjp9,08/090,Unemployed
rzsclbgjp9,15/090,Nurse
rzsclbgjp9,08/091,Unemployed
rzsclbgjp9,08/091,High School Principal
rzsclbgjp9,08/096,Unemployed
rzsclbgjp9,13/096,Nurse
rzsclbgjp9,15/098,Caught V6
rzsclbgjp9,19/105,No longer friends with
rzsclbgjp9,26/105,Light smoker
rzsclbgjp9,26/105,No longer friends with
rzsclbgjp9,01/106,Friends with
rzsclbgjp9,02/106,Friends with
rzsclbgjp9,11/108,Moderate smoker
rzsclbgjp9,16/108,No longer friends with
rzsclbgjp9,21/108,Friends with
rzsclbgjp9,11/112,No longer friends with
rzsclbgjp9,13/112,Friends with
rzsclbgjp9,05/114,Friends with
rzsclbgjp9,05/115,Retired
rzsclbgjp9,17/116,Light smoker
rzsclbgjp9,05/117,Nonsmoker
rzsclbgjp9,15/120,No longer friends with
rzsclbgjp9,24/120,Friends with
rzsclbgjp9,21/121,Friends with
rzsclbgjp9,13/125,No longer friends with
rzsclbgjp9,14/125,Friends with
rzsclbgjp9,12/126,No longer friends with
rzsclbgjp9,11/127,Friends with
rzsclbgjp9,04/129,Friends with
rzsclbgjp9,02/130,No longer friends with
rzsclbgjp9,10/130,Friends with
